,0
323,-0.2213379074004852
324,-0.12559298130581112
325,0.09142449882373857
326,0.3251486666277067
327,0.42690349036943737
328,0.4448131808045142
329,0.4235444861045962
330,0.37637407131441397
331,0.3222634942389877
332,0.25467618231754763
333,0.17058953542381056
334,0.09425101010228858
335,0.03609425302751582
336,0.0
337,-0.00598534189054395
338,0.009627396147870412
339,-0.042065578272698356
340,-0.09283805104352537
341,-0.15593398560751612
342,-0.22072965791091928
343,-0.2685495772721735
344,-0.2487897387330306
345,-0.09316322512977876
346,0.17554292097490626
347,0.3917517813089732
348,0.4060176632668037
349,0.2307343900933517
350,0.06197763818262202
351,0.051100699100343476
352,0.16766872471908895
353,0.2654087734048745
354,0.26434466328678174
355,0.22430979202551543
356,0.2113169415004724
357,0.19968285464246788
358,0.18680507081132045
359,0.1695152961267868
360,0.1310789322997126
361,0.08225226970312653
362,0.04947374181205129
363,0.023122759171468003
364,0.0
365,0.0
366,-0.0009457320943512572
367,-0.03905191441067227
368,-0.09456347757554165
369,-0.15817763515352012
370,-0.23303430086551943
371,-0.29778048882331065
372,-0.30684260343900416
373,-0.18866561394511033
374,0.04507685111966109
375,0.2810293682482548
376,0.4063890426602598
377,0.3830615366209949
378,0.306351558852713
379,0.31620551416728965
380,0.28225417583381246
381,0.1222411927638133
382,-0.023145912103522327
383,-0.06853647962476685
384,-0.04655168167593167
385,-0.012621032752260676
386,0.023413741966232995
387,0.026432582369085196
388,0.014463921747919883
389,0.0004516786286136024
390,-0.0033802776406673257
391,-0.006442467562470579
392,0.0
393,-0.00823560348204211
394,0.0010095065465112539
395,-0.04156653413866367
396,-0.09851906326524948
397,-0.16565285343188685
398,-0.2385556728049683
399,-0.31585211071845665
400,-0.35506860441908933
401,-0.28089865188133023
402,-0.08478948492625529
403,0.1763369522000215
404,0.3928238832599742
405,0.4787379782785623
406,0.4688433720214022
407,0.3933525999153343
408,0.13519691328628605
409,-0.18400944650859843
410,-0.3190465542480039
411,-0.30450446780081264
412,-0.23122252358666795
413,-0.16973528979012253
414,-0.11458091128604522
415,-0.07634015373473758
416,-0.053030774769220156
417,-0.04755485229097583
418,-0.03286498024595493
419,-0.010240691888073434
420,0.0
421,-0.005985341890549735
422,-0.013664286034013224
423,-0.050980656180806536
424,-0.11052540501841189
425,-0.1757064091521084
426,-0.2528654705684307
427,-0.3275754055740365
428,-0.3674176024454307
429,-0.3098085602514033
430,-0.1326480848269353
431,0.13453624498987146
432,0.3857716932780107
433,0.48935232279708335
434,0.4855543328842413
435,0.31401081054479707
436,-0.04815642676315169
437,-0.3680691105367876
438,-0.4531652592792853
439,-0.4130097615788204
440,-0.33797736984937615
441,-0.2602497931510808
442,-0.2016430920805683
443,-0.14644722774244356
444,-0.10189787346813849
445,-0.07323833615000046
446,-0.035104463032790426
447,-0.013236443829768244
448,0.0
449,-0.008440756738153261
450,-0.018657660187274824
451,-0.06274594372660358
452,-0.12862589129527743
453,-0.20067243352035247
454,-0.2693003617173476
455,-0.30773787402287783
456,-0.2997928525344188
457,-0.20749276795298885
458,-0.0030003473359521337
459,0.23888609210973905
460,0.3957353751266167
461,0.42943630937151056
462,0.40739332351460444
463,0.22632598121687003
464,-0.09495632960755424
465,-0.36730934755598876
466,-0.45608776163355874
467,-0.4432983885357059
468,-0.4007537388936137
469,-0.32993134494257326
470,-0.25867075346208884
471,-0.19761061790721576
472,-0.14108589138639907
473,-0.09838319756001712
474,-0.0473870634087507
475,-0.014864433252787173
476,0.0
477,-0.00948006130944482
478,-0.024636306126268673
479,-0.07811056572369386
480,-0.14255642975394126
481,-0.21574107236094908
482,-0.25926961930268155
483,-0.23287808468581175
484,-0.1307927789316949
485,0.05020994052804105
486,0.2475898969474533
487,0.373453934586884
488,0.3682395100648331
489,0.31905099684750937
490,0.2940250769747566
491,0.17736132162860885
492,-0.04600656812299255
493,-0.26858592386424096
494,-0.4103030259599912
495,-0.468655942822372
496,-0.45585671974896297
497,-0.390080298752058
498,-0.31406923371694867
499,-0.23934001655290021
500,-0.1746232856472817
501,-0.1164622944849457
502,-0.04982796564941952
503,-0.016395092428065392
504,0.02060622798576975
505,-0.00959828895691534
506,-0.00652017831467617
507,-0.06745788918060772
508,-0.12948819518850627
509,-0.19508322719076449
510,-0.21043557364579354
511,-0.11969797240828565
512,0.06866791470558074
513,0.274190411100216
514,0.3985555405642331
515,0.3731089575086438
516,0.23990652664554266
517,0.1534069796854292
518,0.16287621858527446
519,0.15823749510471927
520,0.034551580218105275
521,-0.17713231532779783
522,-0.38762755922229386
523,-0.5027521860065458
524,-0.5055220691819762
525,-0.4374854170863234
526,-0.35763902308019324
527,-0.2741198220372898
528,-0.19685538692148805
529,-0.12066535867681158
530,-0.04578901785492357
531,-0.012873353862143258
532,0.0
533,-0.011747283161254788
534,0.010547687337148726
535,-0.02691040305284884
536,-0.08715070776975226
537,-0.13565734448760894
538,-0.1279835229343359
539,-0.00564002588921361
540,0.18463583082044416
541,0.3390559927063127
542,0.35961000425251033
543,0.22481772699690714
544,0.0665915969312677
545,0.011195730306884573
546,0.09254044388064166
547,0.17079123773871693
548,0.10055335317198796
549,-0.14283101318207755
550,-0.4014241954890776
551,-0.5416977315918805
552,-0.532553447407027
553,-0.4592972184437158
554,-0.3698621171025555
555,-0.2797630620422407
556,-0.19624607197469546
557,-0.1162874416185811
558,-0.04449317908583709
559,-0.009082674153963834
560,0.0
561,-0.013800004844270837
562,0.024000132259812394
563,0.023360474810680786
564,-0.02397996459097378
565,-0.044802159464382624
566,-0.011352205051371505
567,0.10066715466236024
568,0.2320423521673504
569,0.3065110831549286
570,0.26664379625340945
571,0.12022462309552337
572,0.004926735412321837
573,0.021645183369780163
574,0.14378440592193406
575,0.21895555574046446
576,0.10674155509019134
577,-0.17907829687916468
578,-0.439489666011917
579,-0.5414537074683395
580,-0.5133449298038746
581,-0.4351857527996517
582,-0.34261477283612424
583,-0.2559843358261007
584,-0.17709368057991065
585,-0.0981628680771097
586,-0.03732378199837232
587,0.0
588,0.0
589,-0.014490419524761917
590,0.03136514690577766
591,0.05895882986444339
592,0.04907917366117849
593,0.07081193622524135
594,0.13065192434639156
595,0.22007041621505474
596,0.32225508701238204
597,0.37772156870743107
598,0.3604211707146625
599,0.24554314985354608
600,0.1558412448642914
601,0.18433193782864454
602,0.2436187521345425
603,0.2178458982190763
604,0.020367245512154547
605,-0.26610845988916293
606,-0.4454662023949418
607,-0.49445014448499475
608,-0.4466590420006497
609,-0.3657927158073324
610,-0.28141180598962107
611,-0.20947844405101473
612,-0.1403798312516415
613,-0.07191301510291312
614,-0.026294184463400396
615,0.0
616,0.0
617,-0.007549966448931967
618,0.03769143526271683
619,0.07679579180156419
620,0.12061485370830802
621,0.18671830452356006
622,0.2841109141468049
623,0.3896449215892249
624,0.508077082766325
625,0.6149801801846955
626,0.647832504146032
627,0.5590047259992965
628,0.4393522037736155
629,0.3578377910564977
630,0.2800405539278665
631,0.1180246561266534
632,-0.12384139433150029
633,-0.3216784708995583
634,-0.4096421513499131
635,-0.4011226086300806
636,-0.344071135664354
637,-0.2755883134395034
638,-0.20728224222620376
639,-0.15153941757374975
640,-0.09847578384358711
641,-0.04834472040542376
642,-0.014309811665821029
643,0.0
644,0.0
645,-0.005985341890548035
646,0.03140428804524434
647,0.08460132726503017
648,0.17236283180132106
649,0.27330311263361556
650,0.4138088012875084
651,0.5585596946418038
652,0.7105305494600915
653,0.8403000690835034
654,0.8653533421887311
655,0.7613145492614904
656,0.576277551164325
657,0.3709053137828124
658,0.16098533242644805
659,-0.04370636371111548
660,-0.22171635942525128
661,-0.3207283429603813
662,-0.3339433711754087
663,-0.29656111630341175
664,-0.2399105925696912
665,-0.18091914158154485
666,-0.13238749704419714
667,-0.0948266123294977
668,-0.054792985915177485
669,-0.023933912039809407
670,-0.008514288237277593
671,0.0
672,0.0
673,0.0
674,0.016366578786230917
675,0.06567659320961379
676,0.15738446099015765
677,0.2536167049995925
678,0.387251570653596
679,0.5317313066216047
680,0.6698874640825254
681,0.7350820184035523
682,0.689371035102547
683,0.5558432554591066
684,0.36580494108255984
685,0.16462878848464252
686,-0.01785340756955742
687,-0.17562848075389784
688,-0.27526923745526977
689,-0.29451200521447074
690,-0.2630300084378799
691,-0.2136287983118145
692,-0.16303028300067204
693,-0.11196472548571423
694,-0.07373722694398853
695,-0.05121245066155453
696,-0.03214169158039788
697,-0.013052039404627456
698,-0.0059853418905504805
699,0.0
700,0.0
701,0.0
702,-0.002381901123175202
703,0.027087591061713268
704,0.0690044255267382
705,0.13020607941640683
706,0.20877987000940257
707,0.28288760706888294
708,0.29995825001383597
709,0.22053269480935833
710,0.07289578576724814
711,-0.07059750512429919
712,-0.1748916369801836
713,-0.22550615480904876
714,-0.24886277213201793
715,-0.2583183795160804
716,-0.25864568504319196
717,-0.24240383853108122
718,-0.2044464654842345
719,-0.16380756587128326
720,-0.12586740204483468
721,-0.08872757326123826
722,-0.05833230723194348
723,-0.030169003174724863
724,-0.016180339532227833
725,-0.010029751582756404
726,-0.005985341890544048
727,0.0
728,0.0
729,0.0
730,0.0
731,0.020606227985740726
732,0.04641109561815968
733,0.0678858978294673
734,0.10287869172133135
735,0.10957759027264043
736,0.04576226911339847
737,-0.034241301626513135
738,-0.09878765323885524
739,-0.12886309978024854
740,-0.144672131269404
741,-0.14657000936800835
742,-0.14368221460429745
743,-0.1359927586093151
744,-0.1316496843858485
745,-0.12504738779499971
746,-0.10736021576342172
747,-0.08878741965690695
748,-0.06997884202134444
749,-0.0497474657873806
750,-0.026693609148557323
751,-0.014411278467709088
752,-0.009155094066342243
753,0.0
754,0.0
755,0.0
756,0.0
757,0.0
758,0.0
759,0.0
760,0.0
761,0.0
762,-0.005985341890549726
763,-0.005985341890550255
764,-0.00825974903472129
765,-0.010793599075106554
766,-0.014162923353594902
767,-0.014344635320200484
768,-0.016830492712753015
769,-0.017431103084006267
770,-0.02363582208654945
771,-0.02103568874585449
772,-0.0176324051412422
773,-0.015441852906477274
774,-0.01680439331254359
775,-0.016043619618969003
776,-0.015799862108409272
777,-0.010220930300038227
778,-0.0075412004723442675
779,0.0
780,0.0
781,0.0
782,0.0
783,0.0
