,0
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,-0.005985341890548174
13,-0.0059853418905502645
14,-0.0059853418905502645
15,-0.005985341890545757
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,-0.005985341890548026
34,-0.005985341890548132
35,-0.00656810200238811
36,-0.010033354270378266
37,-0.012329081222234004
38,-0.01196705406089054
39,-0.0109609494448882
40,-0.00921344719938441
41,-0.013106112767995743
42,-0.01456920847509854
43,-0.01755409728819839
44,-0.019738846892238596
45,-0.013684171241522129
46,-0.007133099739440574
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,-0.010334512901822525
62,-0.01565982472444796
63,-0.021136996415580603
64,-0.028652166155808505
65,-0.0398418717641107
66,-0.05094266230360771
67,-0.06026535604660903
68,-0.06791327497535009
69,-0.07112494490433768
70,-0.07411316699466391
71,-0.07319110123728874
72,-0.06498297933097355
73,-0.05305200026476042
74,-0.039678750333685134
75,-0.02575770415866063
76,-0.015287276888652281
77,-0.008372781954027863
78,-0.005985341890550396
79,-0.006712449264781959
80,-0.007673899200952408
81,-0.005985341890546184
82,0.0
83,0.0
84,0.0
85,0.0
86,-0.005985341890549833
87,-0.0059853418905474595
88,-0.01150351747765856
89,-0.02615290691362826
90,-0.04517564499008121
91,-0.0688196018406712
92,-0.09984273334476744
93,-0.1340211697639607
94,-0.16682207180869507
95,-0.19946833402272865
96,-0.22649249560201357
97,-0.24528055902533621
98,-0.25270252943636157
99,-0.24767707389294824
100,-0.228368038970794
101,-0.19735218402288468
102,-0.16032979651618673
103,-0.12157858568692731
104,-0.08059839555598394
105,-0.03511812344794106
106,-0.014620096720208272
107,0.01357806056335922
108,0.00811193736186254
109,-0.0006860043676989873
110,0.0
111,0.0
112,0.0
113,-0.005985341890547573
114,-0.011481460665549609
115,-0.01676235286955274
116,-0.03017886888727635
117,-0.0626829662508505
118,-0.1102165549677631
119,-0.1634793530616829
120,-0.22497599113981875
121,-0.2910580019779043
122,-0.3544249490920766
123,-0.41345944544317004
124,-0.4508273275462757
125,-0.44796707105844225
126,-0.39968361726341745
127,-0.3017178426702359
128,-0.17658584194005786
129,-0.050364619373513775
130,0.049135622891600464
131,0.10403064925038354
132,0.14021616555355132
133,0.14423671300335159
134,0.12085560052792804
135,0.10884933842332968
136,0.08204958886240686
137,0.06452516043537865
138,0.04554538444211826
139,0.02060622798575505
140,0.0
141,-0.005985341890548035
142,-0.011688761572515131
143,-0.026941641181571406
144,-0.07224034917440746
145,-0.12617675230715555
146,-0.193135766944636
147,-0.26916297907556497
148,-0.35443828385220844
149,-0.44001218341049647
150,-0.5070323424396563
151,-0.5369250594516769
152,-0.4852156092666384
153,-0.3540786897203883
154,-0.1675556492711362
155,0.050045663831168465
156,0.26075089834085413
157,0.43778770656468086
158,0.5532447868010066
159,0.5861512390748488
160,0.5562450280072908
161,0.4951117327610308
162,0.41626296423107817
163,0.3339330993813464
164,0.2462784865630521
165,0.16301733668571944
166,0.08546920552641425
167,0.02060622798577153
168,0.0
169,0.014921885247166656
170,-0.012667105552350904
171,-0.049772220473449216
172,-0.10521467977399575
173,-0.17702004380432507
174,-0.2603141964046724
175,-0.352594626737798
176,-0.43745925238688826
177,-0.4916543975838389
178,-0.4902583230832853
179,-0.39705474526883694
180,-0.22145770832500328
181,-0.023247015692543994
182,0.13790702321095574
183,0.26150329653906906
184,0.3614387285213745
185,0.49244015705576855
186,0.6358602149004839
187,0.7463860182334511
188,0.7659316848952419
189,0.7199089014663489
190,0.6185515619267158
191,0.5045848830939836
192,0.36736221469885777
193,0.2333013673751845
194,0.11575187291098264
195,0.04484865833654609
196,0.0
197,0.003265254462886679
198,-0.014699190421847917
199,-0.06443359899930794
200,-0.12959407460343078
201,-0.20829166432266621
202,-0.2923885150367051
203,-0.367005043388724
204,-0.4115625751957902
205,-0.3909879841224692
206,-0.2784678579682175
207,-0.07365829013196433
208,0.14846843171382373
209,0.282939727198737
210,0.27371434383206866
211,0.16925682596118566
212,0.062124981241598376
213,0.10716468304410084
214,0.3312046661021026
215,0.6009809643343987
216,0.7644190156973629
217,0.7871735917549051
218,0.7133084947986938
219,0.6091637326872245
220,0.4497726763742839
221,0.26470347847428344
222,0.13606702288648567
223,0.048164478706909486
224,0.0
225,-0.007284662798255886
226,-0.01807323281463314
227,-0.06794336636114826
228,-0.13246679225718225
229,-0.20911120670950173
230,-0.27775831020106995
231,-0.3222459302682201
232,-0.3101575145018385
233,-0.20779171160372006
234,-0.01177802328356577
235,0.2317601418017132
236,0.4057162204011132
237,0.39866471627743216
238,0.20759790065737102
239,-0.06906005052692364
240,-0.29795134476022744
241,-0.3172773339237973
242,-0.012316542908910122
243,0.41103930959345075
244,0.6880712797228464
245,0.7716186461420698
246,0.7349837016370786
247,0.6432698129986314
248,0.48386750436811937
249,0.2910962184012794
250,0.14172256373733408
251,0.045882603731988596
252,0.0
253,-0.005985341890544057
254,-0.0187505851637401
255,-0.059340479611346766
256,-0.11733539331470354
257,-0.18864520342660293
258,-0.24751821226081364
259,-0.2587827358248932
260,-0.2111745648693889
261,-0.0632454138312798
262,0.16574345028368354
263,0.39462078324287264
264,0.5076329795992489
265,0.3774877070434478
266,0.07630814154497864
267,-0.2633243615595967
268,-0.46451037767383385
269,-0.40861106183135937
270,-0.0515146298606679
271,0.38058287552666387
272,0.6489080596468817
273,0.7168084010902742
274,0.6730633755015948
275,0.5977746899133234
276,0.4615441075786826
277,0.2806262643796062
278,0.139705581908932
279,0.05325823635198931
280,0.0
281,-0.005985341890547425
282,-0.015493571936578457
283,-0.0536614280009259
284,-0.09432454281661436
285,-0.16196924036838423
286,-0.21220997642415085
287,-0.22159064038161716
288,-0.17604772114496575
289,-0.018793792083954274
290,0.23658570786808023
291,0.4750168206043902
292,0.5213850192408167
293,0.2971358863401691
294,-0.0684303308292509
295,-0.34236735512774774
296,-0.39425859453983947
297,-0.2098741285040931
298,0.14792901677089892
299,0.44744355581551387
300,0.5938610668902417
301,0.6109616884704894
302,0.554978047539699
303,0.48232953048535726
304,0.3651501880994275
305,0.24491974058395724
306,0.11306583804934997
307,0.0532768969988726
308,0.0
309,-0.0059853418905502906
310,-0.0055729119154197745
311,-0.04744972336128977
312,-0.09160591428693156
313,-0.1555198316008101
314,-0.20667024963846778
315,-0.23710289462241965
316,-0.1994429354431632
317,-0.0293073116323746
318,0.24519591829539025
319,0.47961806224481485
320,0.465913351316812
321,0.18642941233235658
322,-0.10257896743347637
